timestamp,source,book,sport,game_id,gamecode,game_date,game_time,away_team,home_team,spread_line,spread_away_bets_pct,spread_home_bets_pct,spread_away_handle_pct,spread_home_handle_pct,total_line,total_over_bets_pct,total_under_bets_pct,total_over_handle_pct,total_under_handle_pct,ml_away_bets_pct,ml_home_bets_pct,ml_away_handle_pct,ml_home_handle_pct,spread_bets_handle_divergence,total_bets_handle_divergence,sharp_signal_spread,sharp_signal_total,spread_sharp_side,total_sharp_side,scrape_num,d_spread_line,d_spread_away_bets_pct,d_spread_home_bets_pct,d_spread_away_handle_pct,d_spread_home_handle_pct,d_total_line,d_total_over_bets_pct,d_total_under_bets_pct,d_total_over_handle_pct,d_total_under_handle_pct,d_ml_away_bets_pct,d_ml_home_bets_pct
2026-09-19T13:53:53.065222-04:00,vsin_dk,draftkings,nfl,nfl_20260920_pittsburgh_steelers_new_england_patriots,20260920NFL00033,Sep 20,,Pittsburgh Steelers,New England Patriots,5.5,57.0,43.0,42.0,58.0,41.5,45.0,55.0,21.0,79.0,29.0,71.0,20.0,80.0,15.0,24.0,True,True,home,under,1,,,,,,,,,,,,
2026-09-19T13:54:19.108019-04:00,vsin_circa,circa,nfl,nfl_20260920_pittsburgh_steelers_new_england_patriots,20260920NFL00033,Sep 20,,Pittsburgh Steelers,New England Patriots,4.5,36.0,64.0,11.0,89.0,41.5,17.0,83.0,11.0,89.0,44.0,56.0,14.0,86.0,25.0,6.0,True,False,home,under,1,,,,,,,,,,,,
2026-09-19T20:05:00.791614-04:00,vsin_dk,draftkings,nfl,nfl_20260920_pittsburgh_steelers_new_england_patriots,20260920NFL00033,Sep 20,,Pittsburgh Steelers,New England Patriots,5.5,57.0,43.0,39.0,61.0,41.5,45.0,55.0,22.0,78.0,29.0,71.0,21.0,79.0,18.0,23.0,True,True,home,under,2,0.0,0.0,0.0,-3.0,3.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0
2026-09-19T20:05:26.725842-04:00,vsin_circa,circa,nfl,nfl_20260920_pittsburgh_steelers_new_england_patriots,20260920NFL00033,Sep 20,,Pittsburgh Steelers,New England Patriots,5.5,39.0,61.0,3.0,97.0,41.5,21.0,79.0,82.0,18.0,42.0,58.0,15.0,85.0,36.0,61.0,True,True,home,over,2,1.0,3.0,-3.0,-8.0,8.0,0.0,4.0,-4.0,71.0,-71.0,-2.0,2.0
2026-09-19T21:27:01.955635-04:00,vsin_dk,draftkings,nfl,nfl_20260920_pittsburgh_steelers_new_england_patriots,20260920NFL00033,Sep 20,,Pittsburgh Steelers,New England Patriots,5.5,57.0,43.0,41.0,59.0,41.5,45.0,55.0,23.0,77.0,29.0,71.0,22.0,78.0,16.0,22.0,True,True,home,under,3,0.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0
2026-09-19T21:27:01.955635-04:00,vsin_dk,draftkings,nfl,nfl_20260920_green_bay_packers_new_york_jets,20260920NFL00034,Sep 20,,Green Bay Packers,New York Jets,-3.5,48.0,52.0,17.0,83.0,44.5,51.0,49.0,39.0,61.0,72.0,28.0,22.0,78.0,31.0,12.0,True,False,home,under,1,,,,,,,,,,,,
2026-09-19T21:27:01.955635-04:00,vsin_dk,draftkings,nfl,nfl_20260920_new_orleans_saints_baltimore_ravens,20260920NFL00035,Sep 20,,New Orleans Saints,Baltimore Ravens,8.5,44.0,56.0,38.0,62.0,45.5,79.0,21.0,69.0,31.0,5.0,95.0,7.0,93.0,6.0,10.0,False,False,home,under,1,,,,,,,,,,,,
2026-09-19T21:27:01.955635-04:00,vsin_dk,draftkings,nfl,nfl_20260920_cincinnati_bengals_houston_texans,20260920NFL00039,Sep 20,,Cincinnati Bengals,Houston Texans,2.5,47.0,53.0,38.0,62.0,45.5,73.0,27.0,53.0,47.0,43.0,57.0,34.0,66.0,9.0,20.0,False,True,home,under,1,,,,,,,,,,,,
2026-09-19T21:27:01.955635-04:00,vsin_dk,draftkings,nfl,nfl_20260920_philadelphia_eagles_tennessee_titans,20260920NFL00042,Sep 20,,Philadelphia Eagles,Tennessee Titans,-7.0,90.0,10.0,93.0,7.0,39.5,66.0,34.0,27.0,73.0,98.0,2.0,99.0,1.0,3.0,39.0,False,True,away,under,1,,,,,,,,,,,,
2026-09-19T21:27:01.955635-04:00,vsin_dk,draftkings,nfl,nfl_20260920_minnesota_vikings_chicago_bears,20260920NFL00051,Sep 20,,Minnesota Vikings,Chicago Bears,4.5,31.0,69.0,20.0,80.0,47.5,82.0,18.0,64.0,36.0,14.0,86.0,8.0,92.0,11.0,18.0,False,True,home,under,1,,,,,,,,,,,,
