timestamp,source,book,sport,game_date,away_team,home_team,spread_line,spread_away_bets_pct,spread_home_bets_pct,spread_away_handle_pct,spread_home_handle_pct,total_line,total_over_bets_pct,total_under_bets_pct,total_over_handle_pct,total_under_handle_pct,ml_away_bets_pct,ml_home_bets_pct,ml_away_handle_pct,ml_home_handle_pct,spread_bets_handle_divergence,total_bets_handle_divergence,sharp_signal_spread,sharp_signal_total
2026-02-13T16:27:03.091831,sbd,multi_book_consensus,cfb,,College Football Miami,Indiana First Half Prediction,7.0,84.0,68.0,32.0,16.0,99.0,51.0,61.0,61.0,82.0,39.0,67.0,66.0,90.0,52.0,10.0,True,False
